G003061003000120,40
G003061003000210,40
G003061003000110,40
G003061003000310,40
G003061003000220,40
G003061003000410,40
G003061003000320,40
G003061003000510,40
G003061003000420,40
G003061003000520,40
G003061003000710,40
G003061003000720,40
G003061003000810,40
G003061003000820,40
G003061003001310,40
G003061003000610,40
G003061003000620,40
G003061003000910,130
G003061003000920,40
G003061003001010,40
G003061003001020,40
G003061003001120,40
G003061003001110,40
G003061003001220,40
G003061003001210,40
G003061003001320,40
G003061003001410,40
G003061003001420,40
G003061003001510,40
G003061003001520,40
G003061003001610,40
G003061003001620,40
G003061003001710,40
G003061003001720,40
G065E61004001320,400
G007061002001220,400
G351161003000520,400
G007061005001210,400
G003061001002010,400
G000561004000620,400
G008561003000710,400
S001561001000210,400
G004061001001020,400
G007061001001010,400
G000561004001020,400
G003061003000120,400
G421361001000910,400
G065W61003000810,400
G065E61004000310,400
G030N61001002310,400
G065E61005000820,400
G008561004001010,400
G008561002000220,400
G006561003000120,400
G007061006002220,400
G221161002000720,400
G000561004000410,400
G008561001001020,400
G006561003000810,400
G030N61001001720,400
G701161002002810,400
G030N61001001920,400
G006961001000310,400
G701161002000510,400
S002861001000910,400
G701161002000720,400
G002261001002310,400
G004061001001320,400
G030N61001001320,400
G007061001000510,400
G701161001000520,400
G181261001000210,400
G002061001000210,400
G300161001000510,400
G701161002002020,400
G002261001000420,400
G006961001001320,400
G006561004000120,400
G006961001000810,400
G065W61002001210,400
G006561010000120,400
G006561006000710,400
G006561013000420,400
G002061003001020,400
G006561009001510,400
G065W61002000810,400
S000161001000610,400
G007061007000210,400
G351161002000820,400
G008561003001020,400
G065E61005001010,400
G065W61001001320,400
S002761001000610,400
G701161002003510,400
G007061006001820,400
G007061002001020,400
G006561008001420,400
G065E61006001210,400
G300161001002310,400
G007061004000120,400
G003061002000520,400
G004061002001520,400
G003061001001010,400
G221161001001920,400
G006961002000110,400
G701161002003610,400
G003061001001110,400
G421361001000720,400
G065W61001000510,400
G003061006000420,400
G007061002001010,400
G006561008002420,400
G065W61001001010,400
G006561002000710,400
G030N61002000110,400
G004061002001420,400
G002261001000320,400
G008561004001020,400
G008561003000320,400
G008561002000310,400
G065W61002001010,400
G006561006001220,400
G006961001001020,400
G351161002000310,400
G003061003002110,400
G003061006001120,400
S001561001000110,400
G007061002001420,400
G065E61004000220,400
G351161002002020,400
G007061006001620,400
G181261001000510,400
G007061002000320,400
G065E61001000920,400
G007061006001520,400
G007061005001110,400
G181261003001220,400
G030N61001001620,400
G065E61005000920,400
G002061001000810,400
G006961002000610,400
S002761001000420,400
G065W61001000320,400
G006561001001020,400
G007061002001410,400
G006561006001120,400
G006561002000820,400
G007061005000610,400
G006561006000310,400
G065E61001001110,400
G701161002000120,400
G300161001001820,400
G300161001002510,400
G421361001000410,400
G351161002000410,400
G065W61003001020,400
S002861001000720,400
G008561003000610,400
G006561007001120,400
G701161001002620,400
G007061002000520,400
G065E61006000320,400
G003061005000510,400
G221161002001110,400
G006561013000320,400
G002261001001110,400
G221161002000820,400
G008561002000820,400
G002261001000820,400
G006961002000320,400
G002061002000720,400
G030N61002001820,400
G000561005000120,400
G003061006000820,400
S000161001000720,400
G006561003000220,400
G065W61001000920,400
G701161002002110,400
G030N61001002120,400
G701161002002220,400
G351161002001720,400
G007061006001920,400
S002761001000810,400
G000561004000210,400
G007061001000610,400
G221161001000420,400
G007061004000210,400
G002061002000710,400
G421361001000420,400
G003061001000620,400
S002161001000620,400
G006561001000620,400
G065W61001000910,400
G002261001000910,400
G006561002000220,400
G006561008000510,400
G003061001001520,400
G351161002001320,400
G002261001000920,400
G030N61002000120,400
S003061001000520,400
G300161001003220,400
G002061002000120,400
G691161001000820,400
S101561001000110,400
G701161001000410,400
G030N61001000210,400
G007061004000510,400
G181261003001120,400
G701161001002710,400
G007061005000920,400
G000561003000510,400
G701161002002420,400
G065W61001001720,400
G000561005000920,400
G030N61001000420,400
G000561002000710,400
G300161001000110,400
G701161001002110,400
G002061003000710,400
G006561009001020,400
G002061003000410,400
G701161002001620,400
G003061005000120,400
G300161001002120,400
G351161003000510,400
G065E61001000420,400
G065E61002000620,400
G006561006000920,400
G701161001002320,400
G002061001000920,400
G003061001000920,400
G000561003000420,400
G003061001000810,400
G065E61004000320,400
G008561003000920,400
G065E61003000610,400
G003061002000320,400
G065E61001001520,400
G006561005000110,400
G065W61003000920,400
G300161001001010,400
G000561005001510,400
G006561008000110,400
G030N61001001810,400
G691161001000910,400
G007061006001720,400
G701161002000410,400
G007061001000210,400
G007061002001110,400
G691161001000410,400
G006961002000310,400
G065W61001001410,400
G008561002001020,400
G007061002000710,400
G006561008001410,400
G065W61004000110,400
G000561005000610,400
G007061005000810,400
G351161002000810,400
G006561004000210,400
G701161001002610,400
G421361001000310,400
G221161001001210,400
G000561004000320,400
S001561001000520,400
G065E61006001610,400
G008561003000120,400
S002861001000610,400
G006561013000820,400
G008561001000510,400
G004061001001010,400
G000561001001610,400
G003061002000220,400
S002861001000920,400
G300161001001220,400
G065E61001001220,400
G030N61001001910,400
G351161001000710,400
G065W61001000620,400
G006561005000810,400
G030N61001001520,400
G006561007000820,400
S002861001000820,400
G000561002000110,400
G221161001001020,400
G000561002000210,400
G065E61003000510,400
G006561011000820,400
G006561007001020,400
G008561001001010,400
G181261001000110,400
G003061001002110,400
G221161002000210,400
G006961001000110,400
G300161001001620,400
G065E61005000710,400
G003061001002210,400
S001561001000620,400
G181261003000210,400
S003261001001020,400
G006561006000720,400
G065E61006000810,400
G008561003000310,400
G065W61001001510,400
G701161002000210,400
G004061002001510,400
G701161001002720,400
G006561011000520,400
G003061007000120,400
G006561013000520,400
G221161002000710,400
G065E61004000810,400
G065E61005000810,400
G000561004000310,400
G300161001002810,400
G000561005000110,400
G421361001000810,400
G065W61002001120,400
G007061003000410,400
G351161002000710,400
G007061001000820,400
G003061001002020,400
G006561001000420,400
G007061001000620,400
G007061001001110,400
G006961001000620,400
G006561006000910,400
G065W61002000410,400
S002861001000710,400
G006561009001120,400
S002861001000620,400
G351161002000510,400
G008561002000620,400
G701161001002210,400
G002061001000420,400
G008561003000720,400
G006561005000620,400
G006561003000210,400
G065E61003000110,400
G701161001001110,400
S003261001000220,400
G004061002001720,400
G003061002000510,400
G006561012000120,400
G000561004000810,400
G030N61001000520,400
G003061006001320,400
S002861001000320,400
G691161001000210,400
G008561001000210,400
G300161001003320,400
S001561001000120,400
S002761001000720,400
G065E61002000510,400
G000561001001620,400
G002261001001810,400
G351161002001710,400
G006561001000720,400
G701161001002810,400
G002261001001610,400
G421361001000510,400
G003061001001320,400
G065W61003000410,400
G003061001001610,400
G000561001000720,400
G065W61003000420,400
G004061002001010,400
G000561003000710,400
G003061006000110,400
G004061002002020,400
G351161001000220,400
G006561001001010,400
G030N61001002520,400
G006561002000120,400
G007061006001510,400
G004061002000120,400
G002261001000220,400
G000561001000420,400
G000561006000210,400
G691161001000710,400
G701161001001320,400
G351161001000210,400
G065E61003000410,400
G003061001001820,400
S000161001000410,400
G003061001000520,400
G007061003000110,400
G002061003000610,400
G065E61006000410,400
G006561007000110,400
G006561013001320,400
G007061002000920,400
G065E61006000720,400
G065E61006000310,400
G000561001001020,400
G002061002000320,400
G300161001000820,400
G065W61002000210,400
G701161002001310,400
G221161001001510,400
G065E61006000420,400
G701161002002310,400
G006561005000210,400
G065W61002001410,400
G701161001002910,400
S003061001000220,400
G000561006000420,400
G065E61002000220,400
G300161001001420,400
G065E61001001410,400
G006961002000410,400
G003061005000620,400
G003061002000110,400
G007061002000210,400
G065W61001000210,400
G006561004000420,400
G691161001001020,400
G006561002001010,400
G003061006000910,400
G030N61002000220,400
G004061002000410,400
G065W61003001410,400
G065W61002000920,400
G006561009001420,400
G006561013001010,400
G008561001001420,400
G007061005000520,400
G065W61003001120,400
G000561004001120,400
S001561001000420,400
G006561007000520,400
G065E61003000210,400
G701161001002510,400
G002261001001320,400
G221161001001610,400
G006561008000210,400
G006961001001220,400
G351161002002320,400
G002061002000420,400
G007061006001410,400
G004061001001120,400
G002061002000620,400
G000561004001210,400
G065W61003000620,400
G006561009000810,400
G007061006002020,400
G006561009000710,400
G006561001000320,400
G006561013000110,400
G000561005000220,400
G007061006002110,400
G006561001000210,400
G181261001000910,400
S001461001000110,400
G006561009001320,400
G006561013000710,400
G006561013001110,400
G351161002001010,400
G000561005000720,400
G701161001000710,400
G065E61001001720,400
G065W61004000720,400
G351161003001320,400
G701161001000420,400
G003061005000310,400
G065E61001000220,400
G181261001001020,400
G006561009001620,400
S003261001000320,400
G008561002000510,400
G065E61001001210,400
G006561006001020,400
G003061001001020,400
G006561003001010,400
S001461001000120,400
G006561008000420,400
G030N61001001010,400
G007061006001810,400
G065W61003000510,400
G701161002001410,400
G351161002001120,400
G000561004000220,400
S002761001000520,400
G007061001000320,400
S002161001000210,400
G006561008000120,400
G007061005001120,400
G006561009001110,400
G006961002000120,400
G008561001000220,400
G000561001002320,400
G002061001000710,400
G006561004000720,400
G004061001000310,400
G351161001000510,400
G221161001001910,400
G003061003002410,400
G300161001003010,400
G300161001000120,400
G181261001000310,400
G181261001001010,400
G181261001000920,400
G181261003000520,400
G003061007000410,400
G002061003000720,400
G003061001000510,400
G000561004000820,400
G065E61006001310,400
G351161003001020,400
G000561005000420,400
G006561007000420,400
G421361001000110,400
G004061002001820,400
G007061003000220,400
G006561008002410,400
G006561011000610,400
G000561003000720,400
G701161001000510,400
G065E61001000510,400
G351161002000210,400
G065E61006000220,400
G701161001001420,400
G008561001000910,400
G351161002000420,400
G065E61005000720,400
G351161002002220,400
G701161002001010,400
G181261003000410,400
G065W61003000310,400
G000561001000920,400
G065E61001000820,400
G006961001000610,400
G002061003001310,400
G003061004000220,400
G004061001000520,400
G007061005000820,400
G701161001002410,400
G221161001000820,400
G003061001000220,400
G065W61003001520,400
G065W61001000310,400
G002261001000510,400
G006561002000920,400
G003061001002220,400
G065E61002000710,400
G008561004000210,400
G065W61004000810,400
S002761001000120,400
S001561001000720,400
G351161002001410,400
G008561003000520,400
G007061005000910,400
G008561004000120,400
G030N61001001510,400
G002061003000320,400
G007061002000110,400
G004061001000710,400
G002061001000410,400
G006961002000620,400
G003061001001620,400
G065E61004000820,400
G221161002000110,400
G006561003000620,400
G006561014000110,400
G006961001001810,400
G701161002003620,400
G006961001000510,400
G003061001001910,400
G002061003000120,400
G006561002000520,400
S003261001000310,400
G006561006000220,400
G421361001000520,400
S003061001000720,400
S003261001000110,400
G004061002000610,400
G065W61001000420,400
S000161001000420,400
G065E61001001620,400
S000161001000520,400
G006561006001410,400
G006961001001120,400
G006561001000610,400
G002061002001120,400
G065W61003000610,400
G351161001000610,400
G701161002002610,400
G691161001001220,400
G221161002000810,400
G006561007000320,400
G003061006001610,400
S003261001000510,400
S002761001000820,400
G691161001000320,400
S003061001000120,400
G004061002001610,400
G008561002000720,400
G065E61002000910,400
G000561005000520,400
G006961001001310,400
G701161001002820,400
G008561001001320,400
G006961001000410,400
G065E61006001120,400
G006561013000610,400
G003061005000610,400
G006561002000910,400
S002161001000610,400
G065E61004001420,400
G701161002000920,400
G006961001001720,400
S000161001000120,400
G002061001000110,400
G181261003001210,400
G007061005001410,400
G002061001000820,400
G002061002001010,400
G004061002000220,400
S003261001000610,400
G008561004000110,400
G003061001001920,400
G006561013000120,400
G000561001001320,400
G008561002000420,400
G008561003000420,400
G351161003000620,400
G065W61002000620,400
S001561001000320,400
G004061002001920,400
G003061005000110,400
G000561003000320,400
S002761001000510,400
G065E61001000720,400
G065W61001001120,400
G007061006001210,400
G701161002001210,400
G003061006001410,400
G065E61006000820,400
G003061001001310,400
G002061001000610,400
G000561005001110,400
G030N61001000510,400
G181261003000110,400
G221161002001020,400
G030N61001002010,400
G003061003002310,400
G006561006000820,400
G221161001001720,400
S002761001000310,400
G007061001000910,400
G065W61003001320,400
S101561001000220,400
G000561006000220,400
G006561006000320,400
G008561001000710,400
G065E61002001010,400
G006561005000520,400
G008561001000410,400
G003061001000110,400
G006561002000620,400
G000561002000410,400
G351161003001010,400
G300161001002420,400
G030N61001001610,400
G000561006000520,400
G008561002000710,400
G008561004000320,400
G003061007000420,400
S001561001000510,400
G300161001002920,400
S003261001000720,400
G007061001000710,400
G002261001001120,400
G065E61002000110,400
G691161001000310,400
G007061001000110,400
G008561002000120,400
G006561011000810,400
G065E61001001020,400
G351161002001920,400
S003061001001110,400
G065E61001000910,400
G003061002000410,400
G065E61001001420,400
G004061002000320,400
G221161001000510,400
S002761001000710,400
G003061001001210,400
G351161001000520,400
G003061006000310,400
G006561004000510,400
G065E61003000120,400
S002161001000710,400
G006561003000420,400
G003061006001510,400
G000561001000410,400
G351161002001420,400
G351161002000320,400
G065E61005000220,400
G006561001000110,400
G221161001000620,400
G000561006000310,400
G351161002000620,400
G701161001003110,400
G004061002002110,400
G701161001002220,400
G004061001000210,400
G701161002001910,400
G007061007000120,400
G007061005001020,400
G221161001001620,400
S003261001000910,400
G221161001000320,400
G006561007001010,400
G007061006002210,400
G701161001001620,400
G007061006001610,400
G691161001001210,400
G003061001001120,400
G002061003001420,400
S002161001000920,400
G003061003002620,400
S002161001000410,400
G221161002001120,400
G008561001000920,400
G300161001001910,400
G065E61001001610,400
G351161003001510,400
G221161001001420,400
G000561003000220,400
G006561013000620,400
G000561003000520,400
G002261001001710,400
G004061002001620,400
G065E61002000610,400
G300161001000320,400
G000561001000320,400
G006961001000710,400
G300161001003410,400
G004061001000420,400
S003061001000710,400
G691161001000510,400
G006561013000720,400
G351161003001120,400
G004061002002010,400
G003061001002120,400
S002161001000720,400
G003061006000810,400
G300161001000720,400
G030N61001001310,400
G008561004000620,400
G065E61005001210,400
G003061006001310,400
G351161003001110,400
G221161002000420,400
G007061004000320,400
G004061001001510,400
G007061002001310,400
G000561001000310,400
G008561004000520,400
G351161003002010,400
S002861001000310,400
G006961001002020,400
G003061001000420,400
G007061004000410,400
G701161001000210,400
G181261003001110,400
G006561010000220,400
S002161001000310,400
G030N61001000110,400
G002261001001510,400
G007061004000520,400
G006961001000520,400
G006961001000720,400
G351161002001220,400
G002261001000710,400
S101561001000320,400
G065W61004000320,400
G221161001001320,400
G351161002000520,400
G006561009000210,400
G691161001001010,400
G300161001001020,400
G181261003000220,400
G221161002000610,400
G006961002000220,400
G221161001001410,400
G421361001000610,400
G065E61004000110,400
G300161001001720,400
G006561002000410,400
G006561008002120,400
G002261001001020,400
G065E61005001020,400
S002861001000120,400
S001561001000410,400
G300161001000410,400
G007061001000920,400
G006561009000220,400
G006561006000510,400
G065W61004000210,400
G065E61006001520,400
G006561004000320,400
G351161002001210,400
G002061001000220,400
G065E61004001310,400
G701161002003520,400
G351161001000720,400
G006961001001510,400
G004061002001310,400
G007061001000810,400
G006561007000220,400
G003061003001820,400
G006561011001220,400
G701161001001910,400
G002061002001110,400
G002061001000510,400
G065W61002000710,400
G065W61002000520,400
G701161001003020,400
S002861001000410,400
G003061006000920,400
G008561002001010,400
G006561011000310,400
G351161003000210,400
G006561009000420,400
G000561001000520,400
G003061003002210,400
G300161001000620,400
G006561006000520,400
G181261003001610,400
G000561001000710,400
G000561005001120,400
G030N61001002220,400
G003061001000610,400
G008561001000720,400
G351161003000910,400
G006961001001420,400
G221161002000120,400
G002061002000410,400
G003061004000110,400
S002161001000820,400
S002861001000110,400
G004061001000320,400
S003261001000920,400
G003061001000910,400
G002061001001010,400
G006561005000720,400
G065W61004000220,400
G003061005000320,400
G006561009001010,400
G007061004000420,400
G065E61001000810,400
G006561009000620,400
G000561005001320,400
G000561001000610,400
G004061002000620,400
G008561001001220,400
G701161002000110,400
G006561003000920,400
G002261001001820,400
G701161001001810,400
G003061006000410,400
G221161001001820,400
G004061001000920,400
G181261003000720,400
G008561003000810,400
G701161001000810,400
G000561005000810,400
G351161003000120,400
G351161003002020,400
G006561003000610,400
G000561001001710,400
G006561008000410,400
S003261001000810,400
G007061007000110,400
G000561001002210,400
G065W61002000120,400
G701161002001420,400
G006561001000710,400
G004061001000510,400
G006561003001020,400
G004061002001210,400
G065E61001001120,400
G006561009000610,400
G006961001001110,400
S002761001000220,400
G007061004000110,400
G701161002000520,400
G351161002002410,400
G004061002001220,400
G351161002002120,400
G007061001000220,400
G065W61001001520,400
G007061001000720,400
G008561002001120,400
G065E61002000420,400
G065E61005001120,400
G351161002000910,400
G065W61004000310,400
G030N61002001810,400
G065E61005000620,400
G000561004001320,400
G181261003000820,400
S003061001000510,400
S002161001000520,400
G030N61001001020,400
G008561003000210,400
G701161002002210,400
G002261001000720,400
G000561005000820,400
G065W61002000320,400
G065E61003000520,400
G000561001002120,400
G000561001001920,400
G007061006002320,400
S003261001000420,400
G300161001000420,400
G000561004000920,400
G006561008000220,400
G351161001000620,400
G701161001000720,400
G006961001001620,400
G006961001001610,400
G007061005001310,400
G006561003000520,400
G000561005000910,400
G003061002000610,400
G000561001001720,400
G701161001003120,400
G006961001002010,400
G351161003001410,400
G351161003000220,400
G000561004000610,400
G701161001001610,400
G006561005000710,400
G002261001001220,400
G008561002000320,400
G006561003000720,400
G000561005001620,400
G006561005000320,400
G000561003000810,400
